time,id,output_x,output_y,output_z,lat,lon
2025/1/26 0:01,10033550,22909.275,9582.243,2543.4893,36.608968446705774,138.18271249685282
2025/1/26 0:01,10033558,25358.09,9332.701,2240.5505,36.608965122618876,138.18273969954998
2025/1/26 0:01,10033442,25216.52,6439.4297,2016.8889,36.60893914359307,138.1827365391634
2025/1/26 0:01,10033593,9597.575,7680.9336,1575.3538,36.608957193780284,138.1825628447332
2025/1/26 0:01,10033980,37301.594,6089.214,1611.5483,36.60893067110626,138.18287126755442
2025/1/26 0:01,10033871,36504.215,5671.091,1414.203,36.608927258765235,138.18286213716985
2025/1/26 0:01,10033675,19381.898,14941.812,2172.6526,36.60901823921056,138.18267604321878
2025/1/26 0:01,10033851,20753.402,6216.0303,2041.4948,36.608939097648644,138.18268659023556
2025/1/26 0:01,10033803,29755.8,12208.072,2077.1108,36.60898906682947,138.18279036640118
2025/1/26 0:01,10033992,45141.86,3395.3638,2193.8528,36.60890297300974,138.1829573264338
2025/1/26 0:01,10033699,38502.01,17460.123,1085.5474,36.609032488305466,138.1828908784907
2025/1/26 0:01,10033696,37776.71,15586.629,2312.2075,36.60901594493481,138.1828817580624
2025/1/26 0:01,10033776,8727.532,15738.427,2929.7664,36.60903009954107,138.18255753107618
2025/1/26 0:01,10033719,8075.0293,15271.07,2009.7063,36.60902618026105,138.18254999123513
2025/1/26 0:01,10033641,44010.484,3085.3438,1911.6935,36.608900680716424,138.18294452628854
2025/1/26 0:01,10033578,44338.53,4440.1113,2191.0269,36.60891273009414,138.1829489284498
2025/1/26 0:01,10033715,8314.622,14024.588,2069.4438,36.609014855628885,138.18255198547095
2025/1/26 0:01,10033622,26737.324,5458.2515,1642.0696,36.60892964283428,138.18275298187856
2025/1/26 0:01,10033554,24438.725,3977.4248,1484.9968,36.608917326335494,138.1827265113597
2025/1/26 0:01,10033672,24108.09,11620.82,1780.9364,36.608986267488184,138.18272699378082
2025/1/26 0:01,10033912,24960.838,12060.586,1359.0884,36.60898985026564,138.18273675413246
2025/1/26 0:01,10033506,26913.992,6183.6973,2309.5134,36.60893609454962,138.18275535035988
2025/1/26 0:01,10033630,37480.867,3973.567,1388.4087,36.608911549964375,138.1828721136991
2025/1/26 0:01,10033537,10963.396,6712.394,1776.034,36.60894787502823,138.18257756411916
2025/1/26 0:01,10033683,27902.76,9801.535,1761.2488,36.608968222184664,138.18276836465878
2025/1/26 0:01,10033891,12276.481,9791.171,1711.334,36.60897500800825,138.18259390472605
2025/1/26 0:01,10033804,33133.176,10145.34,2283.5159,36.60896901402984,138.18282694559295
2025/1/26 0:01,10033780,15284.489,14535.225,2450.2065,36.60901638343696,138.18263007704965
2025/1/26 0:01,10033839,16270.683,12857.177,1418.5144,36.60900084575384,138.18264017080057
2025/1/26 0:01,10033892,11435.438,7957.5996,2203.1978,36.608958874898775,138.18258351399453
2025/1/26 0:01,10033983,40573.176,5971.131,2843.3813,36.60892816797874,138.1829077275159
2025/1/26 0:01,10033687,33444.9,13641.923,1796.9498,36.60900034834843,138.18283233508404
2025/1/26 0:01,10033188,32146.95,9542.722,2094.791,36.608964024246625,138.1828156061426
2025/1/26 0:01,10033923,36283.48,6874.1143,1796.2448,36.60893818394532,138.18286032978102
2025/1/26 0:01,10033915,35594.562,6975.2295,2052.8818,36.608939397340386,138.18285269380945
2025/1/26 0:01,10033728,12661.341,13943.37,1984.0602,36.609012211114916,138.18260046861494
2025/1/26 0:01,10033285,35351.402,14225.361,1742.4231,36.60900476035309,138.18285393817965
2025/1/26 0:01,10033290,38791.2,14462.129,1827.7286,36.609005377068456,138.18289246994098
2025/1/26 0:01,10033727,21362.3,10835.832,2106.6301,36.60898041085653,138.18269591069637
2025/1/26 0:01,10033799,27605.67,12192.381,1764.1597,36.60898987216439,138.1827663534331
2025/1/26 0:01,10033884,6516.2266,9430.62,2738.8987,36.60897429856496,138.18252939945071
2025/1/26 0:01,10033788,24138.512,9947.457,1719.098,36.6089711927251,138.18272641967565
2025/1/26 0:01,10033771,7391.3027,10715.877,2242.115,36.60898548150579,138.1825398707281
2025/1/26 0:01,10033815,42055.844,9589.558,1160.9951,36.608960083463934,138.182926256177
2025/1/26 0:01,10033194,40081.977,5468.757,2283.1772,36.60892386253093,138.1829019693631
2025/1/26 0:01,10033333,34290.855,13895.391,1946.3193,36.60900225730321,138.18284191787387
2025/1/26 0:01,10033919,36258.406,6656.183,2182.2786,36.60893623345861,138.18285993084606
2025/1/26 0:01,10033154,35422.094,8873.302,1812.3044,36.60895655717209,138.18285180482152
2025/1/26 0:01,10033216,19700.223,5614.7617,2301.778,36.608934149472425,138.18267450406245
2025/1/26 0:01,10033763,5321.676,13875.179,1880.125,36.6090148283827,138.18251849014317
2025/1/26 0:01,10033505,27481.328,5565.604,2437.7222,36.608930281541646,138.18276134667374
2025/1/26 0:01,10033876,40060.4,5370.9995,1889.2972,36.6089229921482,138.1829016750916
2025/1/26 0:01,10033935,5489.9297,7540.669,2361.4497,36.60895773954758,138.18251690974446
2025/1/26 0:01,10033864,33139.21,8041.9023,1112.5215,36.60895007904733,138.18282586434918
2025/1/26 0:01,10033510,33963.844,10254.241,1819.2983,36.60896962851658,138.18283627876954
2025/1/26 0:01,10033964,25346.674,8137.385,2162.58,36.608954369012416,138.18273891939495
2025/1/26 0:01,10033150,23577.016,5587.602,2038.7177,36.608932198342984,138.18271777034636
2025/1/26 0:01,10033190,31232.05,10328.371,1949.0962,36.60897149838026,138.18280582106559
2025/1/26 0:01,10033270,26946.516,11553.689,1742.8604,36.60898441369752,138.18275864577024
2025/1/26 0:01,10033040,8286.833,11710.972,1868.6199,36.60899404379218,138.18255041192526
2025/1/26 0:01,10033110,18273.766,12114.041,2178.1187,36.608993275234916,138.1826621277629
2025/1/26 0:01,10033429,13399.564,9123.463,1781.6637,36.60896850379327,138.18260607841142
2025/1/26 0:01,10033253,9536.088,16067.854,2597.815,36.60903270866258,138.18256673780914
2025/1/26 0:01,10033278,30309.568,12186.894,2135.2605,36.60898863242421,138.18279653719242
2025/1/26 0:01,10033398,32864.55,11686.692,2159.8625,36.60898300547403,138.18282478828363
2025/1/26 0:01,10033939,8196.649,4987.9927,1654.7231,36.608933572244624,138.1825457341484
2025/1/26 0:01,10033341,34898.844,11737.468,2065.268,36.608982566911294,138.18284752719646
2025/1/26 0:01,10033446,24882.209,6291.9946,1982.64,36.60893796375434,138.18273272635645
2025/1/26 0:01,10033402,33415.45,9639.068,1976.0863,36.608964332979575,138.18282982048848
2025/1/26 0:01,10033130,39950.344,5748.0625,1390.6882,36.608926434415686,138.18290065231284
2025/1/26 0:01,10033088,24669.098,5251.79,2047.8024,36.608928695045215,138.18272977914734
2025/1/26 0:01,10033214,13149.817,4078.2915,1806.53,36.60892320386589,138.18260053534965
2025/1/26 0:01,10033078,14129.467,8719.409,2090.0706,36.60896454572281,138.18261400653608
2025/1/26 0:01,10033346,44708.605,14895.676,1699.99,36.60900667414213,138.18295876957168
2025/1/26 0:01,10033200,44797.61,3198.6465,2102.0708,36.608901353981416,138.18295337575253
2025/1/26 0:01,10033072,5197.289,12108.025,2164.1648,36.60899897758778,138.18251613655332
2025/1/26 0:01,10033008,9305.707,14631.902,2177.5474,36.60901988556494,138.1825633817212
2025/1/26 0:01,10033361,7710.668,9846.305,1824.1083,36.60897751419533,138.18254296136206
2025/1/26 0:01,10033237,719.9844,17481.492,2542.0225,36.60904931328373,138.1824690852149
2025/1/26 0:01,10033245,6485.328,18119.688,1802.1211,36.60905251950941,138.18253379896936
2025/1/26 0:01,10033162,36485.598,7514.295,2132.7827,36.60894385701248,138.18286293583893
2025/1/26 0:01,10033812,35769.266,14239.807,1786.2913,36.60900470641488,138.18285861117045
2025/1/26 0:01,10033928,43380.49,5200.157,2148.9346,36.608919992785225,138.18293864778894
2025/1/26 0:01,10033389,26685.977,7254.155,2532.3975,36.60894582975467,138.18275338929277
2025/1/26 0:01,10033438,18304.352,4669.031,1870.0105,36.608926251770576,138.18265840393374
2025/1/26 0:01,10033378,20180.75,6931.294,2219.8005,36.60894578759057,138.18268058762635
2025/1/26 0:01,10033293,34339.027,13652.101,2872.2837,36.6090000463255,138.18284232282195
2025/1/26 0:01,10033206,10236.164,6972.2783,1843.2439,36.608950534298046,138.18256958709267
2025/1/26 0:01,10033086,24255.893,14697.518,2282.7358,36.60901389473129,138.182730323912
2025/1/26 0:01,10033936,6188.615,7081.7695,2801.1672,36.608953301579895,138.18252445940578
2025/1/26 0:01,10033050,18919.379,13753.876,1385.1487,36.60900775061609,138.18267023091397
2025/1/26 0:01,10033386,24229.4,12640.484,2005.1799,36.608995391732066,138.1827289048939
2025/1/26 0:01,10033020,25836.21,8580.741,2415.335,36.60895814399908,138.18274462674756
2025/1/26 0:01,10033309,8012.4688,15652.021,1875.3479,36.609029636611304,138.18254950080998
2025/1/26 0:01,10033152,20450.838,9173.66,2104.9565,36.60896585146323,138.18268482736553
2025/1/26 0:01,10033102,42952.555,5397.3276,2480.4294,36.60892195584942,138.18293397792752
2025/1/26 0:01,10033034,44427.574,16462.979,1678.4557,36.60902090462677,138.18295648796447
2025/1/26 0:01,10033282,34841.742,11909.139,2424.9585,36.608984137202185,138.18284698344405
2025/1/26 0:01,10033032,42811.234,16499.734,1976.305,36.609021947042216,138.18293846294657
2025/1/26 0:01,10033338,36133.43,9412.4,1471.6909,36.60896109624863,138.18286004067176
2025/1/26 0:01,10033437,25455.188,6360.0234,2035.669,36.60893832381467,138.18273916032993
2025/1/26 0:01,10033349,40809.156,6872.2217,1155.4507,36.60893617449926,138.18291085409334
2025/1/26 0:01,10033002,822.7246,16726.857,2350.5142,36.60904247584411,138.18246982017752
2025/1/26 0:01,10031051,47425.36,3889.4297,2212.0483,36.60890641460799,138.18298308956858
2025/1/26 0:01,10031047,41051.36,6331.758,3234.8315,36.60893120333969,138.18291326296378
2025/1/26 0:01,10031032,31687.176,7086.2227,2188.9019,36.60894211654385,138.18280913175568
2025/1/26 0:01,10031027,26447.748,8054.677,2097.3252,36.60895313985692,138.18275116679501
2025/1/26 0:01,10031039,35105.965,6003.3604,1740.8186,36.60893086497903,138.1828467083334
2025/1/26 0:01,10031003,7313.2656,5899.575,2599.1057,36.60894216596414,138.18253636966975
2025/1/26 0:16,10033477,3972.6035,6804.51,1680.752,36.60895178157412,138.18249956811445
2025/1/26 0:16,10033574,40094.56,4409.573,2157.3745,36.60891432363699,138.1829015314518
2025/1/26 0:16,10033538,13093.552,4728.314,1378.7273,36.60892907926606,138.18260026213426
2025/1/26 0:16,10033613,22287.746,5608.9,2271.126,36.608932957614,138.18270338836732
2025/1/26 0:16,10033533,12864.726,5583.606,1900.0759,36.60893687819177,138.18259817450567
2025/1/26 0:16,10033984,41956.777,4613.845,2313.0957,36.60891534238098,138.1829224330712
2025/1/26 0:16,10033482,5882.8496,7658.2812,1616.5029,36.60895862516705,138.18252136058368
2025/1/26 0:16,10033605,18770.984,3462.224,1654.479,36.60891518428857,138.18266295451588
2025/1/26 0:16,10033526,44665.812,10862.495,1952.6549,36.60897039169441,138.18295608939337
2025/1/26 0:16,10033478,10499.833,6373.5186,1417.1677,36.6089450289944,138.18257220379226
2025/1/26 0:16,10033541,14233.741,3532.7812,2117.1013,36.60891781674839,138.18261233857365
2025/1/26 0:16,10033546,15608.205,1502.3076,2339.5085,36.6088989360785,138.1826265745805
2025/1/26 0:16,10033716,4253.41,15153.71,2075.1836,36.60902680626708,138.18250726195436
2025/1/26 0:16,10033458,37710.46,7656.3496,1858.9207,36.60894459635861,138.18287668796015
2025/1/26 0:16,10033711,4503.8457,12124.763,3289.4683,36.60899943350203,138.1825084039781
2025/1/26 0:16,10033684,29799.523,16207.408,2638.9885,36.609025044241655,138.18279303840316
2025/1/26 0:16,10033582,45711.727,4135.1973,2126.905,36.608909381113115,138.18296409252122
2025/1/26 0:16,10033647,3907.2832,17563.479,2654.5957,36.609048648145816,138.1825047135307
2025/1/26 0:16,10033585,44804.08,6204.203,2159.6587,36.60892840312284,138.18295508925064
2025/1/26 0:16,10033457,38972.3,8155.3853,1620.4236,36.608948532488974,138.18289104784645
2025/1/26 0:16,10033569,37283.152,6679.49,1799.517,36.60893599209842,138.1828713839957
2025/1/26 0:16,10033634,37299.85,7470.197,2787.383,36.60894310163151,138.1828720021943
2025/1/26 0:16,10033638,42655.742,3769.8032,1925.8337,36.60890743772896,138.18292977551252
2025/1/26 0:16,10033498,23294.799,7481.672,1986.8116,36.60894937046244,138.18271565388818
2025/1/26 0:16,10033561,31793.521,5793.3003,2132.3027,36.608930432572556,138.18280961299394
2025/1/26 0:16,10033756,43125.46,15179.262,2066.2532,36.60900992358559,138.18294124994
2025/1/26 0:16,10033692,40460.625,17659.191,3150.4236,36.60903341777386,138.1829128535034
2025/1/26 0:16,10033514,34318.324,7014.9883,1805.8792,36.60894031704985,138.1828384674016
2025/1/26 0:16,10033759,43941.914,16721.934,1455.0364,36.60902344920532,138.18295120738475
2025/1/26 0:16,10033557,26734.96,6043.081,2283.558,36.608934907726145,138.1827532748349
2025/1/26 0:16,10033629,35705.555,7103.606,2334.3496,36.60894050394963,138.18285400305447
2025/1/26 0:16,10033831,8984.306,6231.292,2437.9565,36.60894441602022,138.18255520655234
2025/1/26 0:16,10033454,33090.113,10050.359,2565.232,36.6089681780963,138.1828264129652
2025/1/26 0:16,10033712,6101.9062,16272.201,1912.463,36.60903605969505,138.18252850960317
2025/1/26 0:16,10033502,25129.943,15193.498,2177.3633,36.60901797409382,138.1827403527821
2025/1/26 0:16,10033995,2860.129,1056.8613,1897.5835,36.60890053866591,138.182484009928
2025/1/26 0:16,10033724,18609.73,8941.801,2013.3016,36.608964575083284,138.1826641463382
2025/1/26 0:16,10033704,46538.023,16523.594,2147.9175,36.60902052106912,138.1829800824689
2025/1/26 0:16,10033542,13974.459,6093.9297,1393.7778,36.60894098291528,138.1826108423923
2025/1/26 0:16,10033594,4362.3066,7643.374,1939.001,36.60895916035222,138.18250437686163
2025/1/26 0:16,10033493,18659.908,8214.769,1996.4801,36.60895800922623,138.1826643095422
2025/1/26 0:16,10033968,26508.28,7032.551,2145.342,36.608943913400736,138.1827512844481
2025/1/26 0:16,10033469,44181.227,9321.63,1999.6584,36.608956736233395,138.18294983797858
2025/1/26 0:16,10033581,44277.918,2693.3613,1922.4769,36.60889703487715,138.18294729790918
2025/1/26 0:16,10033485,11926.261,6023.493,1422.3322,36.60894125059469,138.1825879375307
2025/1/26 0:16,10033473,44097.04,6888.5737,2339.8792,36.60893487418631,138.18294756946656
2025/1/26 0:16,10033566,33281.914,9307.499,1540.52,36.608961407427955,138.18282814861396
2025/1/26 0:16,10033453,30849.24,12026.355,1901.6171,36.608986949883345,138.18280247451418
2025/1/26 0:16,10033481,7326.873,5931.43,434.02808,36.60894244668999,138.18253653897864
2025/1/26 0:16,10033820,41749.758,11776.467,2178.783,36.60897990184081,138.18292403319825
2025/1/26 0:16,10033664,17799.965,8006.4424,2652.7874,36.608956512717675,138.18265459524775
2025/1/26 0:16,10033744,25568.738,8400.662,2072.5942,36.60895664091925,138.18274154231543
2025/1/26 0:16,10033963,27837.941,7115.043,2181.8894,36.60894407052089,138.18276617403546
2025/1/26 0:16,10033617,27649.633,5299.808,1908.1302,36.60892781510868,138.1827630805174
2025/1/26 0:16,10033888,3609.1074,12245.238,2379.0212,36.6090009117292,138.18249848075536
2025/1/26 0:16,10033976,33831.453,6044.132,2170.1782,36.60893179304383,138.18283250174952
2025/1/26 0:16,10033445,21240.785,15495.236,2695.8892,36.60902240205911,138.18269709833817
2025/1/26 0:16,10033529,9866.168,2376.2861,2313.2488,36.60890933021509,138.1825629468413
2025/1/26 0:16,10033465,38927.68,9065.986,2610.7917,36.60895674813939,138.18289104695347
2025/1/26 0:16,10033856,25500.645,6918.733,1997.3011,36.60894333255783,138.18273997290356
2025/1/26 0:16,10033731,24410.729,15399.078,2450.9158,36.6090201410702,138.1827324356147
2025/1/26 0:16,10033590,4273.453,3913.6533,2838.874,36.608925629519995,138.1825013483666
2025/1/26 0:16,10033676,19880.832,14401.486,2044.995,36.609013156276404,138.18268131835833
2025/1/26 0:16,10033642,46228.61,4909.949,2654.0747,36.6089161268294,138.1829702861564
2025/1/26 0:16,10033796,23436.852,17290.797,2488.6387,36.60903759651913,138.18272259606343
2025/1/26 0:16,10033987,43649.227,3891.815,2088.922,36.60890809853288,138.1829409335558
2025/1/26 0:16,10033655,6248.043,17239.2,2118.7102,36.60904469899256,138.1825306691077
2025/1/26 0:16,10033764,2692.6738,11010.881,1882.5514,36.608990205124364,138.18248757555287
2025/1/26 0:16,10033792,23443.062,16764.816,1834.0281,36.60903285960952,138.18272237818076
2025/1/26 0:16,10033489,14201.068,6054.0483,1980.0991,36.60894052419846,138.18261335051363
2025/1/26 0:16,10033680,31444.404,18484.52,2542.172,36.60904481561182,138.18281264557135
2025/1/26 0:16,10033967,26614.812,9901.787,2058.095,36.608969691517665,138.1827540405454
2025/1/26 0:16,10033549,22782.455,6654.7456,2491.086,36.608942153128666,138.18270948245745
2025/1/26 0:16,10033880,44901.2,7689.2275,2148.7095,36.608941726564936,138.18295698445172
2025/1/26 0:16,10033513,34474.227,6364.1064,1338.0378,36.608934390048596,138.1828398525037
2025/1/26 0:16,10033598,6905.0645,6061.7744,1704.1868,36.60894380556118,138.18253190101458
2025/1/26 0:16,10033589,2594.7188,4231.304,2219.0925,36.60892922758009,138.18248278016506
2025/1/26 0:16,10033707,4598.4043,14704.584,2573.9214,36.609022611966815,138.18251086829423
2025/1/26 0:16,10033462,35981.906,7856.7295,1764.435,36.60894716089598,138.182857499535
2025/1/26 0:16,10033768,9601.649,17913.072,2131.9011,36.60904928798041,138.18256847729205
2025/1/26 0:16,10033700,42549.5,18038.701,1993.5248,36.60903591398812,138.1829363812964
2025/1/26 0:16,10033900,16008.185,3780.5854,2203.7017,36.60891926600123,138.18263228404692
2025/1/26 0:16,10033550,20942.64,8022.8296,2089.2031,36.60895527672603,138.1826896895142
2025/1/26 0:16,10033486,13078.351,7764.3223,1739.2034,36.60895641203486,138.1826017501982
2025/1/26 0:16,10033558,25981.373,10166.4375,2428.4285,36.60897235240761,138.18274711324474
2025/1/26 0:16,10033494,14256.601,7610.8447,2085.9438,36.60895451194602,138.1826148205622
2025/1/26 0:16,10033955,14083.776,7526.906,2080.8057,36.60895383252347,138.18261284528305
2025/1/26 0:16,10033509,34429.14,3655.586,1553.2646,36.608910031428366,138.18283787012058
2025/1/26 0:16,10033442,25212.422,7870.918,2200.0376,36.60895202973577,138.1827372750797
2025/1/26 0:16,10033593,11319.457,5843.461,1408.8567,36.60893989731389,138.182581064773
2025/1/26 0:16,10033530,7128.381,4947.9985,1799.0258,36.60893368253662,138.18253378600158
2025/1/26 0:16,10033943,9872.552,4084.3105,1829.308,36.60892470075095,138.18256395074874
2025/1/26 0:16,10033980,38523.766,6380.3027,2422.7888,36.60893275304078,138.18288507102477
2025/1/26 0:16,10033490,18144.488,1772.876,2559.402,36.608900254841615,138.1826550377639
2025/1/26 0:16,10033470,45565.605,9137.345,1182.3209,36.60895446807059,138.18296519275802
2025/1/26 0:16,10033573,38520.72,2532.375,1396.3854,36.608898120495546,138.18288293578445
2025/1/26 0:16,10033618,24832.592,5241.252,2258.953,36.608928528221035,138.18273159866513
2025/1/26 0:16,10033951,22005.736,4265.6357,2258.2031,36.60892099149843,138.18269950647792
2025/1/26 0:16,10033871,38029.816,4723.6274,2739.8906,36.60891805933029,138.1828786518328
2025/1/26 0:16,10033656,8818.536,16633.863,1936.6566,36.609038118994256,138.18255903599626
2025/1/26 0:16,10033988,39402.633,6969.6367,2453.6792,36.608937670517136,138.18289520464896
2025/1/26 0:16,10033879,39200.93,4608.163,2061.4622,36.60891650449608,138.18289166327543
2025/1/26 0:16,10033675,21613.633,16327.942,2633.0527,36.60902973282392,138.1827017155729
2025/1/26 0:16,10033597,6654.785,5620.786,2248.1594,36.60893994655095,138.18252886606336
2025/1/26 0:16,10033979,38976.883,5918.6875,1536.4636,36.60892839871655,138.18288987761852
2025/1/26 0:16,10033851,21683.28,5825.286,1900.8386,36.608935171334,138.18269675817274
2025/1/26 0:16,10033803,31652.973,12924.324,1992.2328,36.60899467836212,138.18281193786495
2025/1/26 0:16,10033992,46582.96,1198.001,1907.4177,36.608882560846205,138.1829722151549
2025/1/26 0:16,10033867,39484.996,13163.968,1887.6538,36.608993387322215,138.18289950670538
2025/1/26 0:16,10033699,42284.56,17933.586,1748.0471,36.60903508452375,138.1829333660609
2025/1/26 0:16,10033948,12552.361,6901.8164,1596.5586,36.608948880463764,138.1825954070041
2025/1/26 0:16,10033696,41106.36,15970.908,2776.3608,36.60901793783012,138.18291914067123
2025/1/26 0:16,10033521,43799.92,4411.8867,2391.1626,36.60891271317822,138.1829428999137
2025/1/26 0:16,10033975,37770.094,8350.069,2671.23,36.60895081403697,138.18287773254158
2025/1/26 0:16,10033860,31941.742,9441.706,2551.5745,36.608963205376675,138.18281326000712
2025/1/26 0:16,10033625,31536.807,4619.9927,2111.0898,36.608919985046015,138.18280610630302
2025/1/26 0:16,10033497,24630.652,4990.0835,1851.7247,36.60892635643929,138.18272920702515
2025/1/26 0:16,10033610,17482.861,12005.915,1785.8386,36.60899265020535,138.1826532389293
2025/1/26 0:16,10033843,20407.549,8236.566,1946.0565,36.608957436056286,138.182683832384
2025/1/26 0:16,10033927,45027.844,6290.245,2875.6414,36.60892907904483,138.1829576343718
2025/1/26 0:16,10033740,25698.611,10794.679,2314.8308,36.60897813147644,138.18274429949767
2025/1/26 0:16,10033991,45182.305,3582.7256,1726.1013,36.608904641583436,138.18295788028192
2025/1/26 0:16,10033940,3929.1582,4206.681,1924.3312,36.60892841852456,138.18249766460687
2025/1/26 0:16,10033621,26325.787,6201.561,2362.6892,36.608936514282306,138.18274879330292
2025/1/26 0:16,10033863,34080.62,11694.444,2656.7764,36.60898253988345,138.18283836891808
2025/1/26 0:16,10033776,8137.371,16243.218,3105.4985,36.609034902790455,138.18255121805072
2025/1/26 0:16,10033534,10759.362,502.92773,1823.3138,36.60889207555542,138.18257189567873
2025/1/26 0:16,10033719,7832.174,15765.602,2392.5898,36.609030738283515,138.18254754998716
2025/1/26 0:16,10033641,47826.414,582.0957,1874.4847,36.608876469855396,138.18298576092332
2025/1/26 0:16,10033633,37565.03,7155.5356,2250.0002,36.6089401527273,138.1828747908785
2025/1/26 0:16,10033959,23588.775,9422.371,2171.1067,36.608966708616,138.18271999560082
2025/1/26 0:16,10033868,42422.668,5928.173,1877.6101,36.608926967090994,138.18292835206938
2025/1/26 0:16,10033578,44993.66,3992.169,2460.16,36.60890840989548,138.1829559978087
2025/1/26 0:16,10033795,22870.314,4605.9414,2049.2708,36.608923673861675,138.1827093445819
2025/1/26 0:16,10033703,42925.04,16572.836,2456.545,36.60902255490522,138.18293977341494
2025/1/26 0:16,10033920,34048.9,6071.335,1959.8685,36.60893194215962,138.18283494421578
2025/1/26 0:16,10033659,12782.688,17785.152,1499.3469,36.60904673626699,138.18260392110605
2025/1/26 0:16,10033715,6918.0586,13997.62,2116.5723,36.609015227685454,138.18253637927987
2025/1/26 0:16,10033622,27336.719,7318.886,2119.1418,36.60894612589759,138.1827606896245
2025/1/26 0:16,10033554,24630.05,3835.5596,1639.23,36.608915965227865,138.1827285698754
2025/1/26 0:16,10033565,33015.656,7301.371,2449.8567,36.60894346817086,138.1828240805969
2025/1/26 0:16,10033691,30097.568,16994.354,2827.7087,36.609031996063955,138.18279679554635
2025/1/26 0:16,10033956,16631.969,8586.826,1640.0259,36.6089622507324,138.18264187246956
2025/1/26 0:16,10033660,9635.176,16571.896,2566.038,36.60903720175286,138.18256811926756
2025/1/26 0:16,10033720,6683.9453,15475.639,2171.5088,36.60902863389088,138.18253457264052
2025/1/26 0:16,10033648,7297.158,16716.139,2008.347,36.60903952926471,138.18254209599957
2025/1/26 0:16,10033652,358.4121,17761.092,2026.489,36.609051989034526,138.18246520122722
2025/1/26 0:16,10033672,23575.395,15400.426,2085.4146,36.60902052094294,138.18272311054278
2025/1/26 0:16,10033601,10762.311,6601.621,1623.6274,36.60894696651922,138.18257525868904
2025/1/26 0:16,10033912,26356.574,15213.513,1632.9811,36.609017614238844,138.1827540580238
2025/1/26 0:16,10033506,28282.496,8869.271,1949.5876,36.60895966402084,138.1827720950234
2025/1/26 0:16,10033732,26675.111,13705.858,2245.3901,36.60900390411916,138.18275679096212
2025/1/26 0:16,10033630,37601.22,5166.263,2529.8643,36.60892223202993,138.1828741086311
2025/1/26 0:16,10033637,40466.547,3214.9194,1651.3375,36.60890340720046,138.1829050320045
2025/1/26 0:16,10033537,12332.9,7164.2134,1869.3016,36.608951338820674,138.18259310018516
2025/1/26 0:16,10033944,7666.5312,3568.23,2290.2651,36.6089210268091,138.18253904059995
2025/1/26 0:16,10033562,31188.488,7325.6426,2115.6797,36.60894449102255,138.18280369506297
2025/1/26 0:16,10033836,11188.503,4212.026,1860.445,36.60892527097111,138.1825787119639
2025/1/26 0:16,10033683,29016.88,14282.037,1985.667,36.609008059181434,138.18278324948244
2025/1/26 0:16,10033461,37346.316,4901.19,2435.1565,36.60891995841836,138.18287111809627
2025/1/26 0:16,10033891,10304.202,11349.128,2283.5034,36.60898989888054,138.18257273658278
2025/1/26 0:16,10033671,13535.214,15732.598,2015.0333,36.609027930650875,138.18261120166318
2025/1/26 0:16,10033832,8208.274,11742.356,1517.6006,36.60899436085167,138.18254955201638
2025/1/26 0:16,10033760,43518.305,12521.872,2750.8042,36.608985832373484,138.1829441845887
